01/09/2016 07:17 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17212 | STATUS = 5 | DATA = 01/09/2016 7:17 | MOTIVO_CANCELAMENTO = Separar C.I. por falta de cupom fiscal
08/09/2016 16:32 - ZEZE | USUARIO = 10931 | CI = 17359 | STATUS = 7 | DATA = 08/09/2016 16:32 | MOTIVO_CANCELAMENTO = 
08/09/2016 16:49 - JT | USUARIO = 10823 | CI = 17360 | STATUS = 7 | DATA = 08/09/2016 16:49 | MOTIVO_CANCELAMENTO = 
08/09/2016 16:49 - JT | USUARIO = 10823 | CI = 17360 | STATUS = 3 | DATA = 08/09/2016 16:49 | MOTIVO_CANCELAMENTO = 
08/09/2016 17:48 - DOUGLAS | USUARIO = 11530 | CI = 17246 | STATUS = 3 | DATA = 08/09/2016 17:48 | MOTIVO_CANCELAMENTO = mediante aprovação ACC / Aprovado Comitê 30 conjuntos, sendo 18 nesta safra 
08/09/2016 17:48 - DOUGLAS | USUARIO = 11530 | CI = 17359 | STATUS = 3 | DATA = 08/09/2016 17:48 | MOTIVO_CANCELAMENTO = 
08/09/2016 17:52 - ZEZE | USUARIO = 10931 | CI = 17361 | STATUS = 3 | DATA = 08/09/2016 17:52 | MOTIVO_CANCELAMENTO = 
08/09/2016 17:52 - ZEZE | USUARIO = 10931 | CI = 17362 | STATUS = 3 | DATA = 08/09/2016 17:52 | MOTIVO_CANCELAMENTO = 
08/09/2016 19:01 - ALEXANDRE | USUARIO = 10837 | CI = 17347 | STATUS = 7 | DATA = 08/09/2016 19:01 | MOTIVO_CANCELAMENTO = 
08/09/2016 19:01 - ALEXANDRE | USUARIO = 10837 | CI = 17347 | STATUS = 3 | DATA = 08/09/2016 19:01 | MOTIVO_CANCELAMENTO = 
08/09/2016 19:01 - ALEXANDRE | USUARIO = 10837 | CI = 17356 | STATUS = 3 | DATA = 08/09/2016 19:01 | MOTIVO_CANCELAMENTO = 
09/09/2016 07:29 - CHRISTIANO | USUARIO = 11570 | CI = 17359 | STATUS = 3 | DATA = 09/09/2016 7:29 | MOTIVO_CANCELAMENTO = 
09/09/2016 07:58 - MARCELOGODOI | USUARIO = 11316 | CI = 17355 | STATUS = 7 | DATA = 09/09/2016 7:58 | MOTIVO_CANCELAMENTO = 
09/09/2016 07:59 - MARCELOGODOI | USUARIO = 11316 | CI = 17358 | STATUS = 7 | DATA = 09/09/2016 7:59 | MOTIVO_CANCELAMENTO = 
09/09/2016 07:59 - MARCELOGODOI | USUARIO = 11316 | CI = 17363 | STATUS = 7 | DATA = 09/09/2016 7:59 | MOTIVO_CANCELAMENTO = 
09/09/2016 08:22 - LUIDE | USUARIO = 10836 | CI = 17366 | STATUS = 3 | DATA = 09/09/2016 8:22 | MOTIVO_CANCELAMENTO = 
09/09/2016 08:22 - LUIDE | USUARIO = 10836 | CI = 17354 | STATUS = 7 | DATA = 09/09/2016 8:22 | MOTIVO_CANCELAMENTO = 
09/09/2016 08:23 - LUIDE | USUARIO = 10836 | CI = 17353 | STATUS = 7 | DATA = 09/09/2016 8:23 | MOTIVO_CANCELAMENTO = 
09/09/2016 08:25 - ZEZE | USUARIO = 10931 | CI = 17205 | STATUS = 3 | DATA = 09/09/2016 8:25 | MOTIVO_CANCELAMENTO = Bom dia

Jens a CI tem que ser feita pelo Hebert.
09/09/2016 08:25 - ZEZE | USUARIO = 10931 | CI = 17368 | STATUS = 7 | DATA = 09/09/2016 8:25 | MOTIVO_CANCELAMENTO = 
09/09/2016 08:25 - ZEZE | USUARIO = 10931 | CI = 17368 | STATUS = 3 | DATA = 09/09/2016 8:25 | MOTIVO_CANCELAMENTO = 
09/09/2016 08:25 - ZEZE | USUARIO = 10931 | CI = 17369 | STATUS = 7 | DATA = 09/09/2016 8:25 | MOTIVO_CANCELAMENTO = 
09/09/2016 08:25 - ZEZE | USUARIO = 10931 | CI = 17369 | STATUS = 3 | DATA = 09/09/2016 8:25 | MOTIVO_CANCELAMENTO = 
09/09/2016 08:28 - DOUGLAS | USUARIO = 11530 | CI = 17354 | STATUS = 3 | DATA = 09/09/2016 8:28 | MOTIVO_CANCELAMENTO = 
09/09/2016 08:29 - DOUGLAS | USUARIO = 11530 | CI = 17353 | STATUS = 3 | DATA = 09/09/2016 8:29 | MOTIVO_CANCELAMENTO = 
09/09/2016 09:01 - JT | USUARIO = 10823 | CI = 17371 | STATUS = 7 | DATA = 09/09/2016 9:01 | MOTIVO_CANCELAMENTO = 
09/09/2016 09:05 - MARCELOGODOI | USUARIO = 11316 | CI = 17363 | STATUS = 7 | DATA = 09/09/2016 9:05 | MOTIVO_CANCELAMENTO = 
09/09/2016 09:06 - SYLVIO | USUARIO = 10914 | CI = 17371 | STATUS = 3 | DATA = 09/09/2016 9:06 | MOTIVO_CANCELAMENTO = 
09/09/2016 09:08 - MARCELOGODOI | USUARIO = 11316 | CI = 17367 | STATUS = 7 | DATA = 09/09/2016 9:08 | MOTIVO_CANCELAMENTO = Valor da causa 40 mil. Cálculo do RH 28 mil. Fechou em 12 mil.
09/09/2016 09:08 - MARCELOGODOI | USUARIO = 11316 | CI = 17370 | STATUS = 7 | DATA = 09/09/2016 9:08 | MOTIVO_CANCELAMENTO = Valor da causa 40 mil. Cálculo do RH 27,4 mil. Fechou em 12 mil.
09/09/2016 09:08 - MARCELOGODOI | USUARIO = 11316 | CI = 17372 | STATUS = 7 | DATA = 09/09/2016 9:08 | MOTIVO_CANCELAMENTO = 
09/09/2016 09:23 - DOUGLAS | USUARIO = 11530 | CI = 17371 | STATUS = 3 | DATA = 09/09/2016 9:23 | MOTIVO_CANCELAMENTO = 
09/09/2016 10:04 - CHRISTIANO | USUARIO = 11570 | CI = 17355 | STATUS = 3 | DATA = 09/09/2016 10:04 | MOTIVO_CANCELAMENTO = 
09/09/2016 10:04 - CHRISTIANO | USUARIO = 11570 | CI = 17358 | STATUS = 3 | DATA = 09/09/2016 10:04 | MOTIVO_CANCELAMENTO = 
09/09/2016 10:05 - CHRISTIANO | USUARIO = 11570 | CI = 17363 | STATUS = 3 | DATA = 09/09/2016 10:05 | MOTIVO_CANCELAMENTO = 
09/09/2016 10:05 - CHRISTIANO | USUARIO = 11570 | CI = 17367 | STATUS = 3 | DATA = 09/09/2016 10:05 | MOTIVO_CANCELAMENTO = 
09/09/2016 10:05 - CHRISTIANO | USUARIO = 11570 | CI = 17370 | STATUS = 3 | DATA = 09/09/2016 10:05 | MOTIVO_CANCELAMENTO = 
09/09/2016 10:05 - CHRISTIANO | USUARIO = 11570 | CI = 17374 | STATUS = 3 | DATA = 09/09/2016 10:05 | MOTIVO_CANCELAMENTO = 
09/09/2016 10:05 - CHRISTIANO | USUARIO = 11570 | CI = 17372 | STATUS = 3 | DATA = 09/09/2016 10:05 | MOTIVO_CANCELAMENTO = 
09/09/2016 10:05 - CHRISTIANO | USUARIO = 11570 | CI = 17371 | STATUS = 3 | DATA = 09/09/2016 10:05 | MOTIVO_CANCELAMENTO = 
09/09/2016 10:55 - REGI | USUARIO = 10864 | CI = 17291 | STATUS = 5 | DATA = 09/09/2016 10:55 | MOTIVO_CANCELAMENTO = cancelada, faltou computar o valor de 5% da retenção.... substituída pela CI 17377
09/09/2016 10:56 - JT | USUARIO = 10823 | CI = 17377 | STATUS = 7 | DATA = 09/09/2016 10:56 | MOTIVO_CANCELAMENTO = 
09/09/2016 10:56 - JT | USUARIO = 10823 | CI = 17377 | STATUS = 3 | DATA = 09/09/2016 10:56 | MOTIVO_CANCELAMENTO = 
09/09/2016 10:58 - ZEZE | USUARIO = 10931 | CI = 17373 | STATUS = 3 | DATA = 09/09/2016 10:58 | MOTIVO_CANCELAMENTO = 
09/09/2016 11:34 - TADEUMACHADO | USUARIO = 11594 | CI = 17378 | STATUS = 7 | DATA = 09/09/2016 11:34 | MOTIVO_CANCELAMENTO = Aprovada. Esta situação foi regularizada para não haver mais necessidade de reembolso.
09/09/2016 11:34 - TADEUMACHADO | USUARIO = 11594 | CI = 17378 | STATUS = 3 | DATA = 09/09/2016 11:34 | MOTIVO_CANCELAMENTO = Aprovada. Esta situação foi regularizada para não haver mais necessidade de reembolso.
09/09/2016 12:08 - AREIAS | USUARIO = 10997 | CI = 17364 | STATUS = 7 | DATA = 09/09/2016 12:08 | MOTIVO_CANCELAMENTO = 
09/09/2016 12:08 - AREIAS | USUARIO = 10997 | CI = 17364 | STATUS = 3 | DATA = 09/09/2016 12:08 | MOTIVO_CANCELAMENTO = 
09/09/2016 12:08 - AREIAS | USUARIO = 10997 | CI = 17379 | STATUS = 7 | DATA = 09/09/2016 12:08 | MOTIVO_CANCELAMENTO = 
09/09/2016 13:05 - AREIAS | USUARIO = 10997 | CI = 17380 | STATUS = 7 | DATA = 09/09/2016 13:05 | MOTIVO_CANCELAMENTO = 
09/09/2016 13:31 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17381 | STATUS = 3 | DATA = 09/09/2016 13:31 | MOTIVO_CANCELAMENTO = Processo Habite-se prédio Bradesco
09/09/2016 15:31 - CAMARA | USUARIO = 10841 | CI = 17379 | STATUS = 3 | DATA = 09/09/2016 15:31 | MOTIVO_CANCELAMENTO = 
09/09/2016 15:31 - CAMARA | USUARIO = 10841 | CI = 17365 | STATUS = 3 | DATA = 09/09/2016 15:31 | MOTIVO_CANCELAMENTO = 
09/09/2016 16:07 - MARTA | USUARIO = 10847 | CI = 17383 | STATUS = 3 | DATA = 09/09/2016 16:07 | MOTIVO_CANCELAMENTO = aprovado.
10/09/2016 08:37 - ZEZE | USUARIO = 10931 | CI = 17382 | STATUS = 7 | DATA = 10/09/2016 8:37 | MOTIVO_CANCELAMENTO = 
10/09/2016 08:37 - ZEZE | USUARIO = 10931 | CI = 17384 | STATUS = 3 | DATA = 10/09/2016 8:37 | MOTIVO_CANCELAMENTO = 
10/09/2016 08:38 - ZEZE | USUARIO = 10931 | CI = 17385 | STATUS = 3 | DATA = 10/09/2016 8:38 | MOTIVO_CANCELAMENTO = 
11/09/2016 10:44 - CHRISTIANO | USUARIO = 11570 | CI = 17382 | STATUS = 3 | DATA = 11/09/2016 10:44 | MOTIVO_CANCELAMENTO = 
11/09/2016 21:29 - DOUGLAS | USUARIO = 11530 | CI = 17382 | STATUS = 3 | DATA = 11/09/2016 21:29 | MOTIVO_CANCELAMENTO = 
11/09/2016 21:29 - DOUGLAS | USUARIO = 11530 | CI = 17318 | STATUS = 3 | DATA = 11/09/2016 21:29 | MOTIVO_CANCELAMENTO = 
12/09/2016 07:07 - ZEZE | USUARIO = 10931 | CI = 17386 | STATUS = 3 | DATA = 12/09/2016 7:07 | MOTIVO_CANCELAMENTO = 
12/09/2016 07:08 - ZEZE | USUARIO = 10931 | CI = 17387 | STATUS = 7 | DATA = 12/09/2016 7:08 | MOTIVO_CANCELAMENTO = 
12/09/2016 07:08 - ZEZE | USUARIO = 10931 | CI = 17387 | STATUS = 3 | DATA = 12/09/2016 7:08 | MOTIVO_CANCELAMENTO = 
12/09/2016 07:08 - ZEZE | USUARIO = 10931 | CI = 17388 | STATUS = 7 | DATA = 12/09/2016 7:08 | MOTIVO_CANCELAMENTO = 
12/09/2016 07:08 - ZEZE | USUARIO = 10931 | CI = 17388 | STATUS = 3 | DATA = 12/09/2016 7:08 | MOTIVO_CANCELAMENTO = 
12/09/2016 08:49 - ZEZE | USUARIO = 10931 | CI = 17389 | STATUS = 7 | DATA = 12/09/2016 8:49 | MOTIVO_CANCELAMENTO = 
12/09/2016 08:49 - ZEZE | USUARIO = 10931 | CI = 17389 | STATUS = 3 | DATA = 12/09/2016 8:49 | MOTIVO_CANCELAMENTO = 
12/09/2016 09:38 - RODRIGO_POIT | USUARIO = 11086 | CI = 17390 | STATUS = 5 | DATA = 12/09/2016 9:38 | MOTIVO_CANCELAMENTO = Já foi pago.
12/09/2016 10:52 - MARCELOGODOI | USUARIO = 11316 | CI = 17392 | STATUS = 7 | DATA = 12/09/2016 10:52 | MOTIVO_CANCELAMENTO = Processo com sentença final, não houve possibilidade de recurso porque tratou de fatos incontroversos (hora extra). Até fizemos proposta de acordo na audiência (perto de 20 mil) mas não foi aceito. Vamos pagar 30% e o resto em 6 vezes.
12/09/2016 12:59 - ACIR | USUARIO = 10839 | CI = 17393 | STATUS = 3 | DATA = 12/09/2016 12:59 | MOTIVO_CANCELAMENTO = 
12/09/2016 12:59 - ACIR | USUARIO = 10839 | CI = 17391 | STATUS = 3 | DATA = 12/09/2016 12:59 | MOTIVO_CANCELAMENTO = 
12/09/2016 13:10 - DORACI | USUARIO = 10886 | CI = 17394 | STATUS = 7 | DATA = 12/09/2016 13:10 | MOTIVO_CANCELAMENTO = 
12/09/2016 13:10 - DORACI | USUARIO = 10886 | CI = 17394 | STATUS = 3 | DATA = 12/09/2016 13:10 | MOTIVO_CANCELAMENTO = 
12/09/2016 13:11 - ZEZE | USUARIO = 10931 | CI = 17395 | STATUS = 7 | DATA = 12/09/2016 13:11 | MOTIVO_CANCELAMENTO = 
12/09/2016 13:11 - ZEZE | USUARIO = 10931 | CI = 17395 | STATUS = 3 | DATA = 12/09/2016 13:11 | MOTIVO_CANCELAMENTO = 
12/09/2016 13:31 - JT | USUARIO = 10823 | CI = 17380 | STATUS = 3 | DATA = 12/09/2016 13:31 | MOTIVO_CANCELAMENTO = 
12/09/2016 15:17 - ZEZE | USUARIO = 10931 | CI = 17399 | STATUS = 7 | DATA = 12/09/2016 15:17 | MOTIVO_CANCELAMENTO = 
12/09/2016 15:17 - ZEZE | USUARIO = 10931 | CI = 17399 | STATUS = 3 | DATA = 12/09/2016 15:17 | MOTIVO_CANCELAMENTO = 
12/09/2016 16:36 - CAMARA | USUARIO = 10841 | CI = 17397 | STATUS = 3 | DATA = 12/09/2016 16:36 | MOTIVO_CANCELAMENTO = 
12/09/2016 16:36 - CAMARA | USUARIO = 10841 | CI = 17396 | STATUS = 3 | DATA = 12/09/2016 16:36 | MOTIVO_CANCELAMENTO = 
12/09/2016 20:40 - DOUGLAS | USUARIO = 11530 | CI = 17392 | STATUS = 3 | DATA = 12/09/2016 20:40 | MOTIVO_CANCELAMENTO = mediante aprovação ACC
13/09/2016 08:10 - CHRISTIANO | USUARIO = 11570 | CI = 17392 | STATUS = 3 | DATA = 13/09/2016 8:10 | MOTIVO_CANCELAMENTO = 
13/09/2016 10:05 - DORACI | USUARIO = 10886 | CI = 17404 | STATUS = 7 | DATA = 13/09/2016 10:05 | MOTIVO_CANCELAMENTO = 
13/09/2016 10:05 - DORACI | USUARIO = 10886 | CI = 17404 | STATUS = 3 | DATA = 13/09/2016 10:05 | MOTIVO_CANCELAMENTO = 
13/09/2016 10:06 - DORACI | USUARIO = 10886 | CI = 17406 | STATUS = 7 | DATA = 13/09/2016 10:06 | MOTIVO_CANCELAMENTO = 
13/09/2016 10:06 - DORACI | USUARIO = 10886 | CI = 17406 | STATUS = 3 | DATA = 13/09/2016 10:06 | MOTIVO_CANCELAMENTO = 
13/09/2016 10:06 - DORACI | USUARIO = 10886 | CI = 17407 | STATUS = 7 | DATA = 13/09/2016 10:06 | MOTIVO_CANCELAMENTO = 
13/09/2016 10:06 - DORACI | USUARIO = 10886 | CI = 17407 | STATUS = 3 | DATA = 13/09/2016 10:06 | MOTIVO_CANCELAMENTO = 
13/09/2016 10:50 - JT | USUARIO = 10823 | CI = 17403 | STATUS = 7 | DATA = 13/09/2016 10:50 | MOTIVO_CANCELAMENTO = 
13/09/2016 10:51 - MATHEUSUZELOTTO | USUARIO = 11309 | CI = 17408 | STATUS = 7 | DATA = 13/09/2016 10:51 | MOTIVO_CANCELAMENTO = 
13/09/2016 11:18 - DOUGLAS | USUARIO = 11530 | CI = 17408 | STATUS = 3 | DATA = 13/09/2016 11:18 | MOTIVO_CANCELAMENTO = 
13/09/2016 11:57 - TADEUMACHADO | USUARIO = 11594 | CI = 17411 | STATUS = 3 | DATA = 13/09/2016 11:57 | MOTIVO_CANCELAMENTO = Foi acordado com o Sr. André Galan (Coordenador de manutenção Telefônica) - 16 9 9962 6314, e-mail andre.galan@telefonica.com, que esta foi a última vez que tivemos visitas de prestadores de serviço sem a documentação adequada.
Nas próximas visitas, não permitiremos a entrada dos prestadores de serviço. 
13/09/2016 13:44 - DORACI | USUARIO = 10886 | CI = 17413 | STATUS = 7 | DATA = 13/09/2016 13:44 | MOTIVO_CANCELAMENTO = 
13/09/2016 13:47 - ZEZE | USUARIO = 10931 | CI = 17405 | STATUS = 7 | DATA = 13/09/2016 13:47 | MOTIVO_CANCELAMENTO = 
13/09/2016 13:47 - ZEZE | USUARIO = 10931 | CI = 17405 | STATUS = 3 | DATA = 13/09/2016 13:47 | MOTIVO_CANCELAMENTO = 
13/09/2016 13:47 - ZEZE | USUARIO = 10931 | CI = 17410 | STATUS = 7 | DATA = 13/09/2016 13:47 | MOTIVO_CANCELAMENTO = 
13/09/2016 13:47 - ZEZE | USUARIO = 10931 | CI = 17410 | STATUS = 3 | DATA = 13/09/2016 13:47 | MOTIVO_CANCELAMENTO = 
13/09/2016 14:13 - JG | USUARIO = 10849 | CI = 17375 | STATUS = 3 | DATA = 13/09/2016 14:13 | MOTIVO_CANCELAMENTO = OK
13/09/2016 14:14 - JG | USUARIO = 10849 | CI = 17409 | STATUS = 7 | DATA = 13/09/2016 14:14 | MOTIVO_CANCELAMENTO = OK
13/09/2016 14:14 - JG | USUARIO = 10849 | CI = 17409 | STATUS = 3 | DATA = 13/09/2016 14:14 | MOTIVO_CANCELAMENTO = OK
13/09/2016 14:23 - CARACIOLO | USUARIO = 10840 | CI = 17415 | STATUS = 7 | DATA = 13/09/2016 14:23 | MOTIVO_CANCELAMENTO = 
13/09/2016 14:50 - DOUGLAS | USUARIO = 11530 | CI = 17413 | STATUS = 3 | DATA = 13/09/2016 14:50 | MOTIVO_CANCELAMENTO = 
13/09/2016 14:55 - JT | USUARIO = 10823 | CI = 17415 | STATUS = 3 | DATA = 13/09/2016 14:55 | MOTIVO_CANCELAMENTO = 
13/09/2016 15:55 - LUIDE | USUARIO = 10836 | CI = 17414 | STATUS = 7 | DATA = 13/09/2016 15:55 | MOTIVO_CANCELAMENTO = 
13/09/2016 15:55 - LUIDE | USUARIO = 10836 | CI = 17423 | STATUS = 7 | DATA = 13/09/2016 15:55 | MOTIVO_CANCELAMENTO = 
13/09/2016 16:05 - CHRISTIANO | USUARIO = 11570 | CI = 17413 | STATUS = 3 | DATA = 13/09/2016 16:05 | MOTIVO_CANCELAMENTO = 
13/09/2016 16:05 - CHRISTIANO | USUARIO = 11570 | CI = 17414 | STATUS = 3 | DATA = 13/09/2016 16:05 | MOTIVO_CANCELAMENTO = 
13/09/2016 16:06 - CHRISTIANO | USUARIO = 11570 | CI = 17423 | STATUS = 3 | DATA = 13/09/2016 16:06 | MOTIVO_CANCELAMENTO = 
13/09/2016 16:06 - ZEZE | USUARIO = 10931 | CI = 17419 | STATUS = 7 | DATA = 13/09/2016 16:06 | MOTIVO_CANCELAMENTO = 
13/09/2016 16:36 - MARTA | USUARIO = 10847 | CI = 17425 | STATUS = 3 | DATA = 13/09/2016 16:36 | MOTIVO_CANCELAMENTO = aprovado.
13/09/2016 16:39 - ZEZE | USUARIO = 10931 | CI = 17426 | STATUS = 7 | DATA = 13/09/2016 16:39 | MOTIVO_CANCELAMENTO = 
13/09/2016 16:39 - ZEZE | USUARIO = 10931 | CI = 17426 | STATUS = 3 | DATA = 13/09/2016 16:39 | MOTIVO_CANCELAMENTO = 
13/09/2016 17:01 - DOUGLAS | USUARIO = 11530 | CI = 17419 | STATUS = 3 | DATA = 13/09/2016 17:01 | MOTIVO_CANCELAMENTO = 
14/09/2016 07:11 - DORACI | USUARIO = 10886 | CI = 17416 | STATUS = 7 | DATA = 14/09/2016 7:11 | MOTIVO_CANCELAMENTO = 
14/09/2016 07:11 - DORACI | USUARIO = 10886 | CI = 17416 | STATUS = 3 | DATA = 14/09/2016 7:11 | MOTIVO_CANCELAMENTO = 
14/09/2016 07:15 - CAMARA | USUARIO = 10841 | CI = 17422 | STATUS = 3 | DATA = 14/09/2016 7:15 | MOTIVO_CANCELAMENTO = 
14/09/2016 07:15 - CAMARA | USUARIO = 10841 | CI = 17421 | STATUS = 3 | DATA = 14/09/2016 7:15 | MOTIVO_CANCELAMENTO = 
14/09/2016 07:15 - CAMARA | USUARIO = 10841 | CI = 17412 | STATUS = 3 | DATA = 14/09/2016 7:15 | MOTIVO_CANCELAMENTO = 
14/09/2016 07:15 - CAMARA | USUARIO = 10841 | CI = 17402 | STATUS = 3 | DATA = 14/09/2016 7:15 | MOTIVO_CANCELAMENTO = 
14/09/2016 07:33 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17400 | STATUS = 7 | DATA = 14/09/2016 7:33 | MOTIVO_CANCELAMENTO = 
14/09/2016 07:33 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17400 | STATUS = 3 | DATA = 14/09/2016 7:33 | MOTIVO_CANCELAMENTO = 
14/09/2016 07:44 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17430 | STATUS = 7 | DATA = 14/09/2016 7:44 | MOTIVO_CANCELAMENTO = Almoço para:

Robson Manfrim Souza
Rosemeire Aparecida Sgoti
Kardenia Mizushima - Mastersaf
Renata Shira - Mastersaf
14/09/2016 07:44 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17430 | STATUS = 3 | DATA = 14/09/2016 7:44 | MOTIVO_CANCELAMENTO = Almoço para:

Robson Manfrim Souza
Rosemeire Aparecida Sgoti
Kardenia Mizushima - Mastersaf
Renata Shira - Mastersaf
14/09/2016 07:45 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17431 | STATUS = 7 | DATA = 14/09/2016 7:45 | MOTIVO_CANCELAMENTO = 
14/09/2016 07:45 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17431 | STATUS = 3 | DATA = 14/09/2016 7:45 | MOTIVO_CANCELAMENTO = 
14/09/2016 07:55 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17434 | STATUS = 7 | DATA = 14/09/2016 7:55 | MOTIVO_CANCELAMENTO = 
14/09/2016 07:55 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17434 | STATUS = 3 | DATA = 14/09/2016 7:55 | MOTIVO_CANCELAMENTO = 
14/09/2016 08:33 - JG | USUARIO = 10849 | CI = 17428 | STATUS = 3 | DATA = 14/09/2016 8:33 | MOTIVO_CANCELAMENTO = ok
14/09/2016 09:27 - HEBERTLUCIO | USUARIO = 11635 | CI = 17317 | STATUS = 3 | DATA = 14/09/2016 9:27 | MOTIVO_CANCELAMENTO = 
14/09/2016 09:28 - HEBERTLUCIO | USUARIO = 11635 | CI = 17332 | STATUS = 3 | DATA = 14/09/2016 9:28 | MOTIVO_CANCELAMENTO = 
14/09/2016 09:28 - HEBERTLUCIO | USUARIO = 11635 | CI = 17344 | STATUS = 3 | DATA = 14/09/2016 9:28 | MOTIVO_CANCELAMENTO = 
14/09/2016 09:28 - HEBERTLUCIO | USUARIO = 11635 | CI = 17376 | STATUS = 3 | DATA = 14/09/2016 9:28 | MOTIVO_CANCELAMENTO = 
14/09/2016 09:28 - HEBERTLUCIO | USUARIO = 11635 | CI = 17433 | STATUS = 3 | DATA = 14/09/2016 9:28 | MOTIVO_CANCELAMENTO = 
14/09/2016 09:28 - HEBERTLUCIO | USUARIO = 11635 | CI = 17436 | STATUS = 3 | DATA = 14/09/2016 9:28 | MOTIVO_CANCELAMENTO = 
14/09/2016 09:41 - MARTA | USUARIO = 10847 | CI = 17437 | STATUS = 3 | DATA = 14/09/2016 9:41 | MOTIVO_CANCELAMENTO = aprovado.
14/09/2016 13:40 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17438 | STATUS = 3 | DATA = 14/09/2016 13:40 | MOTIVO_CANCELAMENTO = O trabalho é pontual referente a instalação de persianas no Núcleo Fiscal, o serviço está incluso no preço do produto portanto não há que se falar com contrato de prestação de serviço.
14/09/2016 14:55 - ZEZE | USUARIO = 10931 | CI = 17446 | STATUS = 7 | DATA = 14/09/2016 14:55 | MOTIVO_CANCELAMENTO = 
14/09/2016 14:55 - ZEZE | USUARIO = 10931 | CI = 17446 | STATUS = 3 | DATA = 14/09/2016 14:55 | MOTIVO_CANCELAMENTO = 
14/09/2016 16:17 - AREIAS | USUARIO = 10997 | CI = 17427 | STATUS = 7 | DATA = 14/09/2016 16:17 | MOTIVO_CANCELAMENTO = 
14/09/2016 16:17 - AREIAS | USUARIO = 10997 | CI = 17440 | STATUS = 7 | DATA = 14/09/2016 16:17 | MOTIVO_CANCELAMENTO = 
14/09/2016 16:17 - AREIAS | USUARIO = 10997 | CI = 17449 | STATUS = 7 | DATA = 14/09/2016 16:17 | MOTIVO_CANCELAMENTO = 
14/09/2016 16:20 - FRANCISCO | USUARIO = 10966 | CI = 17449 | STATUS = 5 | DATA = 14/09/2016 16:20 | MOTIVO_CANCELAMENTO = DIVERGENCIA NA APROVAÇÃO
14/09/2016 16:45 - AREIAS | USUARIO = 10997 | CI = 17450 | STATUS = 7 | DATA = 14/09/2016 16:45 | MOTIVO_CANCELAMENTO = 
14/09/2016 18:03 - CHRISTIANO | USUARIO = 11570 | CI = 17419 | STATUS = 3 | DATA = 14/09/2016 18:03 | MOTIVO_CANCELAMENTO = 
14/09/2016 18:03 - CHRISTIANO | USUARIO = 11570 | CI = 17429 | STATUS = 3 | DATA = 14/09/2016 18:03 | MOTIVO_CANCELAMENTO = 
14/09/2016 18:03 - CHRISTIANO | USUARIO = 11570 | CI = 17441 | STATUS = 3 | DATA = 14/09/2016 18:03 | MOTIVO_CANCELAMENTO = 
14/09/2016 18:03 - CHRISTIANO | USUARIO = 11570 | CI = 17442 | STATUS = 3 | DATA = 14/09/2016 18:03 | MOTIVO_CANCELAMENTO = 
14/09/2016 18:04 - CHRISTIANO | USUARIO = 11570 | CI = 17443 | STATUS = 3 | DATA = 14/09/2016 18:04 | MOTIVO_CANCELAMENTO = 
15/09/2016 07:06 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17435 | STATUS = 7 | DATA = 15/09/2016 7:06 | MOTIVO_CANCELAMENTO = 
15/09/2016 07:06 - ROBSONMANFRIM | USUARIO = 11234 | CI = 17435 | STATUS = 3 | DATA = 15/09/2016 7:06 | MOTIVO_CANCELAMENTO = 
15/09/2016 07:19 - DORACI | USUARIO = 10886 | CI = 17451 | STATUS = 7 | DATA = 15/09/2016 7:19 | MOTIVO_CANCELAMENTO = 
15/09/2016 07:19 - DORACI | USUARIO = 10886 | CI = 17451 | STATUS = 3 | DATA = 15/09/2016 7:19 | MOTIVO_CANCELAMENTO = 
15/09/2016 08:15 - DORACI | USUARIO = 10886 | CI = 17452 | STATUS = 7 | DATA = 15/09/2016 8:15 | MOTIVO_CANCELAMENTO = 
15/09/2016 08:15 - DORACI | USUARIO = 10886 | CI = 17452 | STATUS = 3 | DATA = 15/09/2016 8:15 | MOTIVO_CANCELAMENTO = 
15/09/2016 08:59 - JT | USUARIO = 10823 | CI = 17440 | STATUS = 3 | DATA = 15/09/2016 8:59 | MOTIVO_CANCELAMENTO = 
15/09/2016 08:59 - JT | USUARIO = 10823 | CI = 17447 | STATUS = 7 | DATA = 15/09/2016 8:59 | MOTIVO_CANCELAMENTO = 
15/09/2016 08:59 - JT | USUARIO = 10823 | CI = 17447 | STATUS = 3 | DATA = 15/09/2016 8:59 | MOTIVO_CANCELAMENTO = 
15/09/2016 08:59 - JT | USUARIO = 10823 | CI = 17448 | STATUS = 7 | DATA = 15/09/2016 8:59 | MOTIVO_CANCELAMENTO = 
15/09/2016 08:59 - JT | USUARIO = 10823 | CI = 17448 | STATUS = 3 | DATA = 15/09/2016 8:59 | MOTIVO_CANCELAMENTO = 
